id,subtotal,zone_code,weight_kg,fee,created_at
606,650000,suburb,20.3,45000,2026-04-07
607,1840000,remote,15.5,70000,2026-07-06
608,1100000,inner,8.9,30000,2026-01-19
609,2800000,suburb,24.5,45000,2026-03-11
610,1530000,suburb,13.0,45000,2026-05-28
611,530000,remote,19.7,70000,2026-03-25
612,1460000,inner,21.7,30000,2026-03-23
613,790000,inner,6.3,30000,2026-06-27
614,2060000,remote,14.5,70000,2026-08-05
615,2170000,suburb,2.1,45000,2026-07-15
616,2110000,inner,23.4,30000,2026-05-23
617,2370000,suburb,14.6,45000,2026-08-11
618,520000,remote,16.7,70000,2026-08-21
619,370000,suburb,24.2,45000,2026-07-07
620,2580000,inner,20.7,30000,2026-05-11
621,2850000,suburb,21.3,45000,2026-03-19
622,290000,suburb,15.7,45000,2026-01-04
623,130000,suburb,4.1,45000,2026-02-28
624,50000,suburb,24.9,45000,2026-07-07
625,1590000,inner,23.3,30000,2026-03-28
626,520000,suburb,2.2,45000,2026-06-09
627,890000,remote,15.7,70000,2026-01-13
628,1240000,remote,2.5,70000,2026-07-21
629,50000,inner,2.1,30000,2026-04-16
630,1200000,remote,0.4,70000,2026-08-01
631,660000,suburb,3.5,45000,2026-07-23
632,1220000,inner,18.3,30000,2026-07-03
633,570000,inner,22.0,30000,2026-06-12
634,2000000,inner,24.8,30000,2026-03-21
635,400000,inner,16.3,30000,2026-01-20
636,1840000,suburb,18.8,45000,2026-04-21
637,2310000,suburb,22.4,45000,2026-04-03
638,680000,inner,24.1,30000,2026-07-12
639,760000,suburb,16.2,45000,2026-04-09
640,2880000,inner,23.5,30000,2026-05-25
641,1590000,inner,15.3,30000,2026-04-17
642,2050000,inner,1.6,30000,2026-05-21
643,2580000,inner,6.2,30000,2026-07-04
644,410000,remote,23.4,70000,2026-01-12
645,2030000,inner,13.7,30000,2026-07-12
646,2460000,inner,14.8,30000,2026-02-01
647,1390000,inner,23.1,30000,2026-04-02
648,2640000,suburb,17.9,45000,2026-05-21
649,2210000,suburb,16.1,45000,2026-07-03
650,830000,remote,7.9,70000,2026-05-03
651,1090000,remote,8.3,70000,2026-03-18
652,380000,remote,11.0,70000,2026-05-23
653,340000,inner,23.1,30000,2026-04-03
654,2370000,inner,16.7,30000,2026-01-10
655,940000,remote,17.8,70000,2026-02-01
656,100000,remote,23.8,70000,2026-03-16
657,2690000,remote,9.4,70000,2026-05-06
658,1420000,remote,22.5,70000,2026-02-25
659,2240000,suburb,1.8,45000,2026-05-17
660,440000,remote,12.9,70000,2026-08-15
661,2600000,inner,4.1,30000,2026-03-12
662,2980000,inner,18.6,30000,2026-02-08
663,270000,inner,1.3,30000,2026-01-08
664,2010000,suburb,23.3,45000,2026-03-06
665,2880000,inner,8.2,30000,2026-07-08
666,1680000,suburb,2.1,45000,2026-05-27
667,660000,suburb,5.7,45000,2026-01-06
668,280000,remote,21.9,70000,2026-07-03
669,1640000,suburb,13.9,45000,2026-06-03
670,1930000,inner,14.2,30000,2026-04-10
671,1290000,suburb,14.9,45000,2026-08-12
672,1050000,suburb,0.4,45000,2026-04-05
673,170000,suburb,8.8,45000,2026-04-18
674,90000,remote,19.0,70000,2026-06-01
675,1620000,suburb,13.3,45000,2026-02-07
676,2190000,inner,24.3,30000,2026-08-02
677,1480000,inner,23.0,30000,2026-02-02
678,2160000,remote,24.4,70000,2026-06-15
679,530000,inner,20.5,30000,2026-03-21
680,2950000,inner,16.6,30000,2026-01-14
681,1260000,inner,21.3,30000,2026-05-09
682,1720000,suburb,6.9,45000,2026-06-15
683,1080000,inner,19.3,30000,2026-03-25
684,840000,inner,11.3,30000,2026-02-06
685,2130000,suburb,9.1,45000,2026-02-18
686,2360000,inner,6.8,30000,2026-05-15
687,510000,inner,17.2,30000,2026-03-26
688,250000,remote,21.4,70000,2026-04-27
689,510000,inner,10.0,30000,2026-04-12
690,1580000,inner,24.8,30000,2026-05-27
691,2120000,inner,18.8,30000,2026-08-18
692,530000,inner,20.1,30000,2026-08-04
693,670000,inner,20.8,30000,2026-01-02
694,710000,inner,10.1,30000,2026-04-27
695,480000,remote,2.1,70000,2026-05-27
696,1060000,inner,3.4,30000,2026-08-26
697,670000,suburb,1.5,45000,2026-01-15
698,2260000,remote,0.9,70000,2026-07-16
699,2230000,remote,5.5,70000,2026-03-12
700,1450000,inner,22.1,30000,2026-05-15
701,1300000,inner,10.4,30000,2026-05-16
702,2500000,remote,7.1,70000,2026-01-03
703,2190000,inner,22.1,30000,2026-04-21
704,1320000,remote,19.6,70000,2026-01-13
705,2500000,suburb,22.8,45000,2026-08-12
706,1690000,remote,4.7,70000,2026-07-09
707,1170000,suburb,19.5,45000,2026-01-26
708,2460000,inner,14.7,30000,2026-06-25
709,860000,inner,16.5,30000,2026-02-08
710,2780000,suburb,24.9,45000,2026-01-25
711,2990000,inner,23.4,30000,2026-07-12
712,950000,inner,8.1,30000,2026-04-19
713,1880000,remote,17.6,70000,2026-01-23
714,2930000,remote,23.7,70000,2026-03-19
715,2820000,suburb,12.4,45000,2026-05-06
716,330000,inner,5.6,30000,2026-04-20
717,2490000,remote,23.0,70000,2026-01-11
718,710000,inner,4.6,30000,2026-06-23
719,350000,suburb,14.7,45000,2026-01-05
720,610000,inner,9.5,30000,2026-06-03
721,2070000,remote,7.7,70000,2026-02-11
722,850000,inner,16.1,30000,2026-07-26
723,1670000,suburb,24.2,45000,2026-03-23
724,1870000,remote,14.8,70000,2026-04-22
725,1980000,inner,17.3,30000,2026-05-24
726,950000,inner,23.7,30000,2026-01-23
727,2950000,suburb,15.1,45000,2026-01-06
728,1180000,remote,3.7,70000,2026-02-16
729,440000,remote,24.6,70000,2026-04-12
730,500000,inner,0.5,30000,2026-06-15
731,1320000,inner,6.6,30000,2026-02-12
732,50000,inner,11.1,30000,2026-01-13
733,900000,suburb,22.1,45000,2026-07-16
734,2840000,suburb,20.8,45000,2026-07-04
735,1200000,remote,2.0,70000,2026-03-15
736,1550000,inner,6.7,30000,2026-01-11
737,420000,inner,22.2,30000,2026-06-06
738,430000,inner,14.9,30000,2026-02-11
739,2520000,remote,23.6,70000,2026-01-14
740,2270000,inner,2.7,30000,2026-03-02
741,1020000,inner,13.9,30000,2026-07-23
742,2810000,remote,7.2,70000,2026-05-22
743,540000,inner,14.4,30000,2026-01-13
744,830000,suburb,0.3,45000,2026-01-12
745,1550000,inner,2.6,30000,2026-08-07
746,920000,inner,11.9,30000,2026-05-03
747,1620000,inner,12.3,30000,2026-07-16
748,1400000,remote,13.7,70000,2026-02-21
749,1940000,inner,4.8,30000,2026-07-12
750,1390000,inner,6.7,30000,2026-08-15
751,2930000,suburb,18.9,45000,2026-01-05
752,540000,remote,8.7,70000,2026-02-22
753,2160000,remote,1.7,70000,2026-04-18
754,2720000,suburb,17.2,45000,2026-07-18
755,2980000,suburb,7.6,45000,2026-04-16
756,220000,suburb,23.7,45000,2026-03-04
757,930000,suburb,20.2,45000,2026-03-07
758,260000,inner,24.7,30000,2026-07-03
759,1080000,suburb,15.0,45000,2026-03-27
760,390000,suburb,14.0,45000,2026-02-13
761,1710000,remote,11.6,70000,2026-05-17
762,2720000,inner,10.5,30000,2026-07-04
763,2950000,inner,14.2,30000,2026-02-04
764,1510000,inner,6.8,30000,2026-06-14
765,2530000,remote,4.5,70000,2026-08-02
766,780000,suburb,10.0,45000,2026-07-02
767,1260000,suburb,12.0,45000,2026-01-24
768,1950000,suburb,20.5,45000,2026-01-11
769,1640000,suburb,12.4,45000,2026-05-27
770,550000,remote,7.7,70000,2026-04-05
771,2310000,remote,18.3,70000,2026-06-09
772,500000,remote,5.4,70000,2026-04-15
773,2530000,suburb,1.6,45000,2026-06-27
774,380000,inner,12.8,30000,2026-05-23
775,2730000,inner,5.0,30000,2026-01-06
776,340000,inner,11.5,30000,2026-04-02
777,1060000,suburb,20.6,45000,2026-05-12
778,2080000,remote,1.0,70000,2026-02-22
779,2550000,suburb,24.0,45000,2026-08-06
780,2870000,suburb,4.3,45000,2026-06-12
781,510000,suburb,9.8,45000,2026-05-01
782,2970000,inner,5.7,30000,2026-04-28
783,1100000,inner,10.4,30000,2026-05-21
784,90000,inner,16.3,30000,2026-08-05
785,90000,remote,15.3,70000,2026-04-09
786,1450000,suburb,21.3,45000,2026-07-13
787,1340000,suburb,7.7,45000,2026-04-15
788,2080000,remote,12.9,70000,2026-02-01
789,1960000,remote,17.2,70000,2026-05-10
790,370000,suburb,16.1,45000,2026-06-09
791,1380000,suburb,3.9,45000,2026-05-07
792,340000,inner,8.1,30000,2026-07-22
793,180000,inner,6.6,30000,2026-08-10
794,2120000,suburb,1.1,45000,2026-07-24
795,2970000,remote,18.2,70000,2026-04-11
796,2780000,inner,9.1,30000,2026-08-22
797,920000,suburb,2.6,45000,2026-03-10
798,1370000,inner,22.5,30000,2026-03-22
799,500000,remote,5.7,70000,2026-04-12
800,2200000,suburb,6.7,45000,2026-06-12
801,2420000,suburb,1.5,45000,2026-02-16
802,410000,remote,12.6,70000,2026-08-07
803,2000000,remote,1.5,70000,2026-05-14
804,750000,inner,10.3,30000,2026-04-11
805,2390000,remote,21.6,70000,2026-03-11
806,460000,inner,15.8,30000,2026-08-11
807,1650000,inner,11.4,30000,2026-01-01
808,910000,inner,19.7,30000,2026-03-16
809,710000,inner,10.8,30000,2026-07-21
810,2490000,suburb,1.1,45000,2026-07-01
811,1960000,inner,19.0,30000,2026-01-11
812,1020000,remote,0.3,70000,2026-01-22
813,1320000,remote,21.9,70000,2026-04-23
814,710000,suburb,12.7,45000,2026-02-13
815,900000,suburb,1.3,45000,2026-02-27
816,2380000,suburb,22.2,45000,2026-06-14
817,1800000,inner,18.8,30000,2026-08-12
818,2110000,inner,5.8,30000,2026-01-08
819,1130000,inner,12.7,30000,2026-01-19
820,1920000,inner,21.9,30000,2026-01-13
821,2780000,suburb,24.9,45000,2026-01-20
822,600000,remote,17.3,70000,2026-01-02
823,2320000,suburb,13.8,45000,2026-07-04
824,830000,suburb,17.2,45000,2026-04-23
825,1590000,inner,2.7,30000,2026-07-22
826,1430000,remote,20.8,70000,2026-03-14
827,2660000,inner,3.0,30000,2026-02-10
828,2590000,inner,5.2,30000,2026-04-20
829,2720000,suburb,17.6,45000,2026-04-12
830,870000,suburb,12.5,45000,2026-01-18
831,2510000,inner,0.3,30000,2026-06-08
832,500000,remote,14.4,70000,2026-02-27
833,810000,suburb,12.9,45000,2026-02-25
834,560000,remote,5.9,70000,2026-05-21
835,1400000,suburb,2.7,45000,2026-08-02
836,250000,inner,20.1,30000,2026-05-12
837,2230000,suburb,21.3,45000,2026-02-04
838,90000,inner,16.3,30000,2026-03-22
839,1880000,suburb,6.9,45000,2026-08-20
840,520000,remote,8.7,70000,2026-06-27
841,2100000,inner,6.9,30000,2026-07-15
842,2490000,suburb,22.2,45000,2026-07-21
843,620000,inner,18.2,30000,2026-03-23
844,580000,inner,12.2,30000,2026-07-19
845,2290000,remote,9.6,70000,2026-03-20
846,190000,suburb,23.0,45000,2026-03-16
847,2150000,inner,1.8,30000,2026-08-02
848,1650000,remote,21.7,70000,2026-01-23
849,2940000,remote,21.9,70000,2026-04-22
850,2720000,remote,16.6,70000,2026-02-14
851,2510000,inner,17.0,30000,2026-06-22
852,810000,suburb,16.2,45000,2026-01-01
853,2630000,inner,12.5,30000,2026-08-28
854,430000,inner,6.2,30000,2026-08-11
855,300000,suburb,16.2,45000,2026-04-18
856,1250000,suburb,11.2,45000,2026-02-15
857,2340000,remote,12.6,70000,2026-02-28
858,650000,suburb,16.4,45000,2026-08-24
859,2110000,inner,14.0,30000,2026-07-02
860,510000,inner,14.1,30000,2026-05-17
861,2380000,remote,20.7,70000,2026-06-12
862,2370000,inner,19.2,30000,2026-06-18
863,2470000,remote,11.4,70000,2026-06-23
864,1180000,inner,9.0,30000,2026-01-11
865,1540000,remote,2.8,70000,2026-06-23
866,2570000,inner,18.0,30000,2026-03-27
867,2140000,remote,15.3,70000,2026-02-09
868,660000,inner,11.5,30000,2026-07-07
869,1780000,inner,10.5,30000,2026-02-25
870,680000,remote,16.5,70000,2026-08-15
871,730000,remote,13.4,70000,2026-08-01
872,2880000,inner,14.7,30000,2026-07-27
873,950000,remote,20.4,70000,2026-03-24
874,2030000,inner,22.1,30000,2026-06-17
875,1320000,suburb,24.1,45000,2026-05-13
876,2360000,suburb,10.4,45000,2026-03-05
877,2670000,remote,17.6,70000,2026-05-27
878,2880000,suburb,5.4,45000,2026-04-07
879,1530000,remote,3.5,70000,2026-06-22
880,960000,remote,3.1,70000,2026-06-23
881,2920000,suburb,14.4,45000,2026-08-19
882,2180000,remote,10.7,70000,2026-05-28
883,2720000,inner,9.6,30000,2026-02-01
884,330000,inner,18.8,30000,2026-04-09
885,1510000,inner,21.0,30000,2026-05-05
886,1560000,remote,13.6,70000,2026-04-25
887,2360000,suburb,21.7,45000,2026-02-20
888,2920000,remote,16.2,70000,2026-04-24
889,1260000,suburb,16.7,45000,2026-05-23
890,2030000,suburb,24.4,45000,2026-07-26
891,2870000,suburb,18.6,45000,2026-01-01
892,2310000,inner,17.7,30000,2026-04-21
893,1930000,remote,18.2,70000,2026-04-25
894,1550000,inner,24.6,30000,2026-08-06
895,1000000,inner,12.9,30000,2026-03-24
896,250000,suburb,14.0,45000,2026-07-09
897,870000,inner,8.4,30000,2026-05-01
898,840000,remote,23.2,70000,2026-01-05
899,310000,remote,19.8,70000,2026-05-16
900,1880000,remote,17.8,70000,2026-02-26
901,1170000,remote,1.9,70000,2026-03-17
902,860000,remote,13.5,70000,2026-07-18
903,1830000,inner,16.7,30000,2026-04-07
904,1890000,suburb,23.8,45000,2026-05-07
905,2760000,remote,20.6,70000,2026-08-18
906,90000,remote,8.8,70000,2026-02-22
907,1290000,inner,22.2,30000,2026-01-22
908,630000,suburb,13.6,45000,2026-07-09
909,170000,suburb,20.1,45000,2026-06-17
910,2540000,suburb,22.5,45000,2026-01-10
911,1690000,inner,4.4,30000,2026-02-04
912,2780000,remote,1.8,70000,2026-01-21
913,1140000,remote,2.8,70000,2026-07-27
914,2270000,remote,17.2,70000,2026-02-24
915,2400000,inner,2.4,30000,2026-06-02
916,960000,inner,1.9,30000,2026-05-18
917,1370000,inner,11.4,30000,2026-07-13
918,2260000,suburb,9.9,45000,2026-06-01
919,2780000,inner,18.1,30000,2026-01-21
920,280000,inner,23.2,30000,2026-02-12
921,1530000,inner,2.3,30000,2026-05-20
922,2000000,suburb,16.6,45000,2026-07-27
923,850000,suburb,18.7,45000,2026-04-05
924,1560000,remote,17.0,70000,2026-03-10
925,1960000,remote,21.9,70000,2026-01-18
926,680000,inner,14.4,30000,2026-01-01
927,2800000,suburb,5.4,45000,2026-02-10
928,1810000,remote,22.7,70000,2026-04-14
929,770000,remote,5.7,70000,2026-03-06
930,1040000,suburb,16.8,45000,2026-02-06
931,320000,remote,13.8,70000,2026-08-21
932,390000,suburb,5.1,45000,2026-05-04
933,2540000,remote,3.4,70000,2026-06-12
934,1250000,remote,15.6,70000,2026-02-10
935,1670000,inner,8.3,30000,2026-08-15
936,1610000,remote,14.3,70000,2026-03-19
937,2240000,suburb,8.0,45000,2026-03-01
938,2280000,inner,9.1,30000,2026-05-27
939,1740000,remote,11.2,70000,2026-08-15
940,2540000,suburb,16.2,45000,2026-02-06
941,1480000,inner,5.1,30000,2026-03-18
942,440000,remote,21.3,70000,2026-02-01
943,200000,remote,14.8,70000,2026-07-25
944,2870000,inner,22.4,30000,2026-05-18
945,2460000,remote,9.9,70000,2026-03-12
946,1530000,remote,12.6,70000,2026-03-15
947,2080000,inner,0.5,30000,2026-06-17
948,890000,inner,4.1,30000,2026-03-15
949,2940000,remote,18.4,70000,2026-03-24
950,250000,suburb,12.3,45000,2026-04-25
951,1400000,inner,1.3,30000,2026-06-08
952,2700000,inner,11.8,30000,2026-06-13
953,280000,suburb,8.2,45000,2026-01-21
954,2710000,remote,18.6,70000,2026-05-27
955,2830000,remote,16.4,70000,2026-03-13
956,440000,suburb,24.3,45000,2026-05-13
957,2690000,inner,20.5,30000,2026-07-12
958,2540000,suburb,0.4,45000,2026-08-20
959,2300000,inner,2.1,30000,2026-03-08
960,1480000,remote,4.8,70000,2026-04-05
961,650000,suburb,20.3,45000,2026-04-14
962,630000,remote,12.1,70000,2026-08-22
963,870000,inner,6.2,30000,2026-07-01
964,2980000,inner,15.8,30000,2026-03-05
965,2980000,inner,4.3,30000,2026-03-02
966,2690000,inner,24.2,30000,2026-07-20
967,140000,remote,5.6,70000,2026-05-03
968,2460000,remote,5.6,70000,2026-08-06
969,780000,suburb,16.6,45000,2026-03-20
970,900000,suburb,15.0,45000,2026-06-15
971,1220000,inner,3.5,30000,2026-07-13
972,1080000,inner,3.9,30000,2026-07-27
973,950000,inner,15.1,30000,2026-08-20
974,2620000,remote,12.2,70000,2026-02-03
975,2810000,inner,17.0,30000,2026-01-25
976,2720000,suburb,21.9,45000,2026-07-12
977,2760000,remote,23.5,70000,2026-07-08
978,2000000,suburb,20.2,45000,2026-06-19
979,2990000,remote,3.5,70000,2026-02-14
980,1240000,suburb,15.0,45000,2026-02-10
981,2140000,remote,0.3,70000,2026-05-07
982,80000,remote,0.4,70000,2026-02-17
983,1100000,remote,9.2,70000,2026-06-14
984,2230000,inner,21.4,30000,2026-05-09
985,2940000,suburb,7.0,45000,2026-06-20
986,2080000,remote,13.9,70000,2026-04-14
987,2520000,remote,14.1,70000,2026-03-12
988,1340000,suburb,8.7,45000,2026-05-19
989,2080000,remote,21.6,70000,2026-03-28
990,1220000,inner,17.5,30000,2026-08-26
991,560000,inner,10.1,30000,2026-04-17
992,2860000,suburb,9.8,45000,2026-01-06
993,70000,remote,3.8,70000,2026-02-27
994,2270000,remote,6.7,70000,2026-02-03
995,450000,suburb,9.7,45000,2026-01-24
996,2710000,suburb,24.1,45000,2026-05-23
997,940000,inner,0.5,30000,2026-08-15
998,2700000,remote,1.0,70000,2026-05-07
999,2660000,remote,4.4,70000,2026-04-20
1000,1890000,inner,0.2,30000,2026-04-21
1001,490000,inner,10.1,30000,2026-05-25
1002,2070000,remote,5.2,70000,2026-07-19
1003,400000,inner,7.3,30000,2026-02-18
1004,1830000,remote,7.1,70000,2026-06-27
1005,1040000,remote,14.5,70000,2026-08-13
1006,940000,suburb,2.8,45000,2026-07-17
1007,2620000,inner,23.7,30000,2026-05-11
1008,1360000,remote,11.2,70000,2026-05-23
1009,2930000,suburb,6.2,45000,2026-08-25
1010,2390000,suburb,21.6,45000,2026-08-19
1011,640000,suburb,9.7,45000,2026-05-03
1012,1220000,inner,23.9,30000,2026-06-14
1013,2790000,remote,20.8,70000,2026-01-23
1014,1520000,inner,16.9,30000,2026-02-13
1015,430000,suburb,8.0,45000,2026-03-16
1016,2980000,inner,23.7,30000,2026-05-06
1017,1020000,remote,5.2,70000,2026-08-24
1018,1280000,remote,5.9,70000,2026-05-07
1019,1870000,inner,2.8,30000,2026-03-25
1020,2570000,inner,21.5,30000,2026-01-25
1021,2510000,inner,8.0,30000,2026-06-20
1022,1450000,remote,24.6,70000,2026-08-06
1023,1480000,remote,18.8,70000,2026-07-08
1024,320000,inner,23.5,30000,2026-07-16
1025,2620000,inner,21.5,30000,2026-06-13
1026,2390000,inner,13.1,30000,2026-02-23
1027,90000,suburb,5.4,45000,2026-01-22
1028,560000,remote,15.4,70000,2026-06-12
1029,1000000,suburb,6.9,45000,2026-05-08
1030,1800000,remote,12.6,70000,2026-06-06
1031,2190000,inner,21.4,30000,2026-06-12
1032,2350000,suburb,3.5,45000,2026-03-19
1033,1220000,remote,6.9,70000,2026-02-24
1034,2890000,inner,9.6,30000,2026-07-28
1035,810000,inner,0.4,30000,2026-08-26
1036,2600000,suburb,15.8,45000,2026-03-28
1037,1660000,remote,6.4,70000,2026-08-10
1038,290000,remote,17.3,70000,2026-07-04
1039,1150000,inner,21.0,30000,2026-05-16
1040,2350000,inner,9.2,30000,2026-06-09
1041,2900000,remote,0.7,70000,2026-05-12
1042,1840000,inner,14.5,30000,2026-04-19
1043,2800000,remote,7.3,70000,2026-03-25
1044,2660000,suburb,18.5,45000,2026-08-25
1045,2000000,inner,15.9,30000,2026-05-15
1046,900000,inner,15.9,30000,2026-06-14
1047,2120000,remote,4.2,70000,2026-02-03
1048,1650000,inner,7.4,30000,2026-06-21
1049,2070000,suburb,19.6,45000,2026-05-15
1050,2710000,suburb,4.3,45000,2026-08-14
1051,690000,inner,6.4,30000,2026-04-22
1052,450000,remote,10.0,70000,2026-04-06
1053,370000,inner,1.5,30000,2026-08-18
1054,2730000,suburb,6.7,45000,2026-02-04
1055,480000,inner,5.9,30000,2026-07-10
1056,1500000,remote,3.3,70000,2026-08-21
1057,920000,remote,16.7,70000,2026-01-02
1058,2480000,suburb,13.6,45000,2026-08-28
1059,2850000,suburb,24.2,45000,2026-08-05
1060,2810000,remote,15.0,70000,2026-03-19
1061,2930000,remote,16.1,70000,2026-07-17
1062,1630000,remote,13.6,70000,2026-06-16
1063,2310000,inner,10.4,30000,2026-05-12
1064,1600000,inner,13.2,30000,2026-01-01
1065,1810000,inner,13.5,30000,2026-05-16
1066,2560000,remote,0.4,70000,2026-08-10
1067,1540000,suburb,0.4,45000,2026-04-26
1068,1010000,suburb,11.0,45000,2026-07-18
1069,880000,inner,9.6,30000,2026-07-27
1070,450000,suburb,6.1,45000,2026-07-21
1071,1440000,remote,18.6,70000,2026-05-21
1072,2160000,suburb,1.9,45000,2026-04-28
1073,1530000,inner,11.5,30000,2026-02-21
1074,1440000,suburb,8.2,45000,2026-08-07
1075,300000,inner,24.3,30000,2026-01-06
1076,1420000,suburb,11.1,45000,2026-03-23
1077,1240000,inner,0.6,30000,2026-02-05
1078,1800000,inner,19.7,30000,2026-07-10
1079,1950000,suburb,19.8,45000,2026-08-23
1080,460000,suburb,6.8,45000,2026-03-02
1081,410000,suburb,5.0,45000,2026-08-06
1082,2000000,suburb,24.4,45000,2026-01-04
1083,1320000,remote,24.4,70000,2026-07-25
1084,220000,inner,18.4,30000,2026-04-15
1085,2710000,inner,9.9,30000,2026-04-16
1086,1700000,suburb,18.3,45000,2026-03-21
1087,2860000,remote,12.1,70000,2026-02-09
1088,1060000,suburb,21.6,45000,2026-06-02
1089,620000,inner,11.0,30000,2026-04-21
1090,900000,inner,3.2,30000,2026-05-19
1091,90000,inner,19.6,30000,2026-01-19
1092,840000,suburb,2.4,45000,2026-06-25
1093,2600000,inner,15.5,30000,2026-02-22
1094,350000,remote,16.2,70000,2026-01-12
1095,2790000,remote,12.3,70000,2026-02-05
1096,2900000,suburb,22.3,45000,2026-06-26
1097,1030000,remote,9.6,70000,2026-01-23
1098,730000,remote,12.2,70000,2026-05-02
1099,2910000,suburb,17.5,45000,2026-05-18
1100,2950000,inner,8.8,30000,2026-03-18
1101,2440000,remote,20.8,70000,2026-05-28
1102,870000,remote,4.0,70000,2026-02-17
1103,1390000,suburb,0.2,45000,2026-06-15
1104,2640000,remote,4.8,70000,2026-07-24
1105,1910000,inner,18.1,30000,2026-04-11
1106,2800000,remote,13.2,70000,2026-07-07
1107,2870000,suburb,7.2,45000,2026-03-20
1108,1690000,suburb,13.2,45000,2026-02-04
1109,270000,inner,21.9,30000,2026-03-06
1110,590000,inner,2.6,30000,2026-08-07
1111,2030000,remote,15.7,70000,2026-08-17
1112,1360000,remote,5.7,70000,2026-01-12
1113,410000,remote,16.5,70000,2026-01-07
1114,2440000,inner,14.0,30000,2026-01-12
1115,1930000,suburb,15.5,45000,2026-01-27
1116,250000,remote,7.7,70000,2026-02-27
1117,2700000,inner,18.2,30000,2026-02-04
1118,2020000,remote,13.2,70000,2026-04-07
1119,2960000,inner,18.8,30000,2026-03-18
1120,590000,suburb,11.6,45000,2026-06-22
1121,2230000,remote,19.9,70000,2026-02-06
1122,2100000,remote,4.1,70000,2026-06-22
1123,2310000,remote,13.8,70000,2026-06-11
1124,1950000,suburb,15.9,45000,2026-07-25
1125,1700000,remote,13.7,70000,2026-04-19
1126,2860000,suburb,24.0,45000,2026-05-12
1127,2080000,suburb,1.1,45000,2026-01-24
1128,130000,suburb,0.4,45000,2026-03-10
1129,1140000,inner,19.3,30000,2026-06-01
1130,1460000,remote,1.1,70000,2026-03-04
1131,840000,suburb,9.3,45000,2026-03-09
1132,1320000,remote,20.3,70000,2026-04-09
1133,2970000,inner,23.0,30000,2026-07-19
1134,440000,remote,12.2,70000,2026-06-26
1135,530000,suburb,18.3,45000,2026-05-02
1136,2000000,remote,1.6,70000,2026-02-25
1137,1830000,suburb,23.3,45000,2026-07-14
1138,1210000,inner,19.5,30000,2026-01-21
1139,320000,suburb,1.2,45000,2026-05-17
1140,2940000,remote,12.7,70000,2026-03-11
1141,830000,inner,18.3,30000,2026-01-22
1142,2330000,suburb,10.9,45000,2026-02-08
1143,800000,suburb,2.2,45000,2026-03-11
1144,300000,remote,2.3,70000,2026-07-09
1145,2270000,remote,3.5,70000,2026-03-25
1146,1060000,remote,16.4,70000,2026-08-13
1147,2920000,inner,2.0,30000,2026-04-08
1148,1700000,suburb,16.9,45000,2026-02-04
1149,1920000,suburb,8.2,45000,2026-06-07
1150,170000,remote,24.7,70000,2026-05-06
1151,2310000,remote,1.3,70000,2026-03-15
1152,1070000,inner,19.0,30000,2026-06-05
1153,620000,inner,23.7,30000,2026-01-08
1154,1520000,inner,17.4,30000,2026-01-11
1155,1610000,inner,0.8,30000,2026-08-16
1156,2800000,inner,13.8,30000,2026-04-07
1157,2850000,suburb,18.3,45000,2026-08-20
1158,140000,inner,22.7,30000,2026-07-19
1159,270000,remote,1.7,70000,2026-05-06
1160,1430000,inner,16.4,30000,2026-01-15
1161,390000,inner,6.9,30000,2026-07-22
1162,1890000,remote,7.5,70000,2026-02-01
1163,2020000,remote,12.8,70000,2026-04-13
1164,550000,remote,21.7,70000,2026-06-16
1165,500000,remote,12.6,70000,2026-03-07
1166,2920000,suburb,6.3,45000,2026-01-02
1167,1610000,remote,10.0,70000,2026-06-16
1168,140000,inner,8.9,30000,2026-06-22
1169,1590000,remote,7.0,70000,2026-04-17
1170,1360000,inner,24.8,30000,2026-07-27
1171,1480000,remote,8.7,70000,2026-04-05
1172,750000,suburb,9.7,45000,2026-02-24
1173,1210000,remote,14.4,70000,2026-07-08
1174,1640000,suburb,13.6,45000,2026-06-15
1175,750000,inner,3.6,30000,2026-04-28
1176,2730000,remote,24.9,70000,2026-03-14
1177,2940000,inner,1.9,30000,2026-03-11
1178,650000,remote,21.0,70000,2026-03-11
1179,200000,inner,24.0,30000,2026-06-14
1180,2310000,suburb,19.5,45000,2026-05-05
1181,720000,inner,19.1,30000,2026-03-01
1182,1410000,remote,6.0,70000,2026-04-20
1183,180000,remote,17.3,70000,2026-06-03
1184,730000,suburb,16.3,45000,2026-08-23
1185,2030000,inner,3.6,30000,2026-08-16
1186,1200000,inner,19.2,30000,2026-01-14
1187,1430000,inner,18.6,30000,2026-07-08
1188,1090000,inner,23.2,30000,2026-02-06
1189,2550000,suburb,11.5,45000,2026-06-28
1190,2230000,inner,1.2,30000,2026-07-25
1191,1990000,remote,15.4,70000,2026-06-13
1192,2970000,remote,2.9,70000,2026-01-17
1193,260000,suburb,13.5,45000,2026-04-17
1194,250000,remote,19.2,70000,2026-07-17
1195,1020000,inner,10.1,30000,2026-05-15
1196,1510000,suburb,10.7,45000,2026-08-06
1197,320000,remote,20.8,70000,2026-03-15
1198,510000,suburb,19.5,45000,2026-02-06
1199,2840000,remote,10.5,70000,2026-03-13
1200,170000,suburb,14.8,45000,2026-03-15
1201,1080000,remote,6.4,70000,2026-08-03
1202,880000,remote,3.0,70000,2026-02-03
1203,1900000,suburb,17.7,45000,2026-02-17
1204,2660000,remote,13.8,70000,2026-03-13
